Gene_Symbol,WT56_8am_Female_Aged,WT2_8am_Male_Aged,WT55_12pm_Female_Aged,WT5_12pm_Male_Aged,WT54_4pm_Female_Aged,WT6_4pm_Female_Aged,WT53_8pm_Male_Aged,WT51_12am_Male_Aged,WT42_12am_Female_Aged,WT49_4am_Female_Aged,WT43_4am_Female_Aged
0610005C13Rik,11.72,12.0,18.34,6.09,11.01,17.23,9.0,10.0,6.01,11.0,16.02
0610006L08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0610009B22Rik,1340.0,851.0,1210.0,1295.0,1174.58,1478.0,1298.0,1253.0,1335.0,1282.0,936.62
0610009E02Rik,227.36,147.78,155.41,120.54,155.44,151.51,149.85,150.43,122.42,169.51,93.54
0610009L18Rik,23.0,17.0,16.0,34.0,18.0,30.0,16.0,12.0,10.0,13.0,15.0
0610010F05Rik,492.0,661.0,416.0,492.0,621.0,436.0,496.0,410.0,389.0,463.0,300.0
0610010K14Rik,3216.3,1734.99,2554.17,3019.44,2294.51,2797.76,2660.08,2488.32,2700.62,2730.14,1821.0
0610012D04Rik,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0610012G03Rik,211.0,226.0,176.0,284.0,196.0,228.0,158.0,163.0,207.0,182.0,106.0
0610025J13Rik,0.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0
0610030E20Rik,881.12,753.66,693.34,909.2,737.95,887.72,742.84,672.45,806.43,822.24,464.53
0610031O16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0610033M10Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0610038B21Rik,7.11,5.06,3.04,10.33,7.0,2.06,1.01,0.0,2.03,4.03,2.0
0610039K10Rik,4.03,8.08,1.01,9.12,2.02,17.22,4.04,2.01,12.16,7.1,8.17
0610040B10Rik,87.0,39.0,60.0,56.0,96.0,71.0,66.0,64.0,24.0,50.0,34.0
0610040F04Rik,23.0,27.0,20.0,23.05,26.04,13.1,25.0,20.0,16.0,11.0,11.03
0610040J01Rik,2373.0,2554.0,2739.0,3993.0,3065.0,4250.0,2838.0,2197.0,2651.0,3184.0,1409.0
0610043K17Rik,15.0,2.0,5.0,5.0,5.0,15.0,11.0,14.0,6.0,8.0,2.0
0710001A04Rik,3.0,5.0,1.0,1.0,3.0,2.0,7.0,1.0,2.0,2.0,0.0
1010001B22Rik,30.0,22.0,20.0,27.0,19.0,20.0,12.0,22.0,41.0,26.0,16.0
1100001I12Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110002E22Rik,21.0,16.34,21.0,52.84,30.0,18.42,22.0,32.0,31.0,23.0,20.0
1110002J07Rik,15.0,8.0,9.0,22.0,6.0,6.0,5.0,12.0,6.0,2.0,6.0
1110002L01Rik,438.18,216.11,286.48,302.78,267.95,420.24,363.11,529.01,330.53,341.59,318.7
1110002O04Rik,12.0,9.0,7.0,8.0,11.0,5.0,6.0,9.0,6.0,5.0,5.0
1110003F10Rik,47.0,31.0,55.0,35.0,60.0,32.0,43.0,35.0,33.0,37.0,22.0
1110004F10Rik,4350.0,3513.83,3737.88,4773.58,4070.77,4958.61,3835.37,3898.9,4056.86,4194.85,2778.94
1110006O24Rik,19.0,11.0,15.0,10.0,24.0,19.0,16.0,17.0,11.0,7.0,3.0
1110008E08Rik,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110008P14Rik,572.99,503.61,610.87,482.17,732.7,608.33,508.33,399.43,473.56,586.59,304.27
1110012L19Rik,439.0,304.0,343.0,404.0,358.0,502.0,358.0,394.0,426.0,460.0,227.0
1110013H19Rik,20.0,20.0,12.0,18.0,15.0,15.0,23.0,16.0,20.0,14.0,4.0
1110015O18Rik,0.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
1110017D15Rik,23.0,19.0,27.0,17.0,21.0,7.0,16.0,18.0,20.0,25.0,11.0
1110018N20Rik,79.0,85.99,60.0,63.0,77.0,33.0,60.0,57.0,35.99,46.0,36.0
1110019B22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110019D14Rik,181.0,40.0,127.0,96.0,106.0,156.0,136.0,141.0,147.0,148.0,73.0
1110020A21Rik,33.0,16.0,20.0,25.0,22.0,33.0,16.0,18.0,27.0,11.0,11.0
1110025L11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110025M09Rik,34.0,23.0,28.0,21.0,14.0,23.0,9.0,16.0,27.0,16.0,13.0
1110028F11Rik,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0
1110028F18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110032A03Rik,1416.87,957.33,1211.72,1397.65,1267.07,1282.5,1150.21,1203.8,1087.5,1137.67,786.61
1110032F04Rik,18.0,31.0,58.0,56.0,46.0,40.0,49.0,44.0,42.0,31.0,22.0
1110035H17Rik,5.0,20.87,8.0,34.13,10.86,2.58,2.0,4.0,11.09,7.05,1.0
1110038B12Rik,425.0,242.0,267.0,342.0,341.0,309.0,341.0,220.0,327.0,329.0,175.0
1110038F14Rik,1124.0,804.0,996.0,1113.0,1048.0,1029.0,1002.0,739.0,903.0,978.0,585.0
1110046J04Rik,37.06,48.26,47.61,75.67,67.32,45.08,38.56,26.26,36.36,35.0,24.26
1110051M20Rik,1584.06,1170.89,1254.73,1461.17,1369.9,1327.24,1255.03,1335.87,1101.98,1345.97,682.23
1110057P08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110059E24Rik,873.0,588.0,663.0,924.0,673.0,844.0,766.0,773.0,745.0,799.0,541.0
1110059G10Rik,1063.0,829.0,908.0,1110.0,951.0,1176.0,1049.0,943.0,1024.0,1117.0,722.0
1110060G06Rik,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
1110065P20Rik,96.1,131.55,114.99,87.54,109.99,118.06,115.44,67.8,79.02,78.91,74.14
1190001M18Rik,4.0,2.0,0.0,5.0,6.0,11.0,2.0,4.0,5.0,1.0,0.0
1190005I06Rik,34.43,49.0,25.0,20.5,21.5,39.0,35.0,7.77,20.0,20.0,5.0
1190007I07Rik,305.0,200.0,313.0,278.0,203.0,325.78,219.91,161.0,236.0,266.0,158.0
1190028D05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200007C13Rik,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
1300002E11Rik,445.41,233.29,272.41,404.75,306.63,331.33,311.73,291.94,307.97,313.18,201.58
1300014J16Rik,7.0,17.0,10.0,7.0,14.0,12.0,11.0,5.0,13.0,2.0,0.0
1300017J02Rik,12.0,14.0,1.0,10.0,10.0,4.0,15.0,6.0,5.0,1.0,2.0
1500002C15Rik,79.94,87.99,69.11,70.26,90.94,88.72,47.48,78.2,85.74,74.9,54.04
1500002F19Rik,6.54,2.37,6.03,21.34,13.19,8.76,6.59,2.48,13.26,5.53,7.26
1500004A13Rik,957.57,1023.58,956.74,1087.38,1176.48,980.25,866.13,848.39,808.92,888.53,553.28
1500005C15Rik,7.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0
1500009C09Rik,170.0,160.0,143.0,156.0,176.0,159.0,138.0,107.0,144.0,202.0,101.0
1500009L16Rik,104.0,94.0,125.0,109.0,150.0,92.0,128.0,76.0,98.0,97.0,63.0
1500011B03Rik,1146.0,1152.98,1122.0,1144.0,1142.0,1020.0,1049.0,819.0,782.0,929.0,494.0
1500012K07Rik,0.0,1.0,7.0,0.0,1.0,0.0,2.0,6.0,2.0,1.0,0.0
1500015A07Rik,237.01,225.0,158.0,178.0,316.13,119.0,190.0,156.0,138.27,136.0,83.0
1500015L24Rik,9.0,19.0,18.0,17.0,25.0,21.0,19.0,18.0,11.0,14.0,10.0
1500026H17Rik,61.0,53.0,51.0,41.0,66.0,32.0,32.0,26.0,31.0,34.0,25.0
1500032F14Rik,0.0,1.0,1.0,0.0,4.0,0.0,3.0,1.0,2.0,2.0,0.0
1500035N22Rik,18.0,19.0,17.0,25.0,34.0,14.0,33.0,22.0,20.0,13.0,18.0
1520401A03Rik,6.0,12.0,10.0,10.0,11.0,1.0,6.0,5.0,4.0,7.0,2.0
1600002D24Rik,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1600010M07Rik,250.0,217.0,180.0,195.0,207.0,223.0,219.95,208.0,252.96,248.91,126.0
1600012H06Rik,750.25,658.84,555.51,779.84,714.3,892.58,629.03,673.02,625.42,682.32,443.92
1600012P17Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600014C10Rik,5030.99,4573.94,3453.0,4629.0,4014.98,5529.96,3343.99,3968.0,4191.0,3968.0,2623.96
1600014C23Rik,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1600017P15Rik,1.0,2.0,2.0,0.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0
1600019K03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600020E01Rik,117.0,148.0,130.0,136.0,143.0,87.0,151.0,131.0,99.0,124.0,49.0
1600022D10Rik,178.0,46.0,119.0,171.0,99.0,214.0,96.0,164.0,175.0,133.0,94.0
1600023N17Rik,21.0,11.0,10.0,21.0,19.0,15.0,15.0,6.0,16.0,6.0,8.0
1600025M17Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600027J07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600029O15Rik,38.0,46.0,27.0,27.0,39.0,3.0,30.0,14.0,19.0,28.0,14.0
1700001C19Rik,35.0,60.88,39.74,102.0,38.0,97.59,33.81,18.0,21.0,40.0,24.0
1700001D01Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700001F09Rik,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0
1700001G01Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700001G11Rik,17.0,5.0,16.0,18.0,11.0,21.04,17.0,10.0,26.0,18.0,5.0
1700001G17Rik,5.0,9.0,3.0,5.0,8.0,10.0,11.0,4.0,8.0,2.0,2.0
1700001J03Rik,4.0,6.0,6.0,8.0,7.0,1.0,1.0,0.0,3.0,5.0,6.0
1700001J04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700001J11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700001K19Rik,6.0,4.0,4.0,6.0,6.0,1.0,4.0,0.0,1.0,3.0,2.0
1700001K23Rik,16.0,1.0,6.0,6.0,7.0,11.0,3.0,6.0,8.0,10.0,2.0
1700001L05Rik,88.0,48.0,50.0,69.0,47.0,68.0,48.0,34.0,53.0,28.0,30.0
1700001L19Rik,90.0,59.0,77.0,86.0,89.0,60.0,56.0,74.0,70.0,78.0,43.0
1700001N15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700001O22Rik,33.0,23.0,22.0,12.0,41.0,25.0,24.0,17.0,18.0,14.0,9.0
1700001P01Rik,4.0,3.0,4.0,1.0,5.0,2.0,4.0,4.0,2.0,5.0,0.0
1700003C15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700003D09Rik,5.0,12.0,6.67,3.0,5.0,3.0,1.0,0.0,3.0,10.02,0.0
1700003E16Rik,95.0,77.0,106.0,121.0,103.0,78.0,92.0,61.0,65.0,94.0,33.0
1700003E24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1700003F12Rik,0.0,40.0,3.0,38.01,1.0,31.0,7.0,0.0,3.0,9.0,4.0
1700003G18Rik,12.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,7.0,1.0
1700003H04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700003I16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700003I22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700003L19Rik,8.0,2.0,7.0,3.0,6.0,3.0,8.0,7.0,7.0,7.0,4.0
1700003M07Rik,10.0,8.0,7.0,4.0,11.0,5.0,6.0,4.0,4.0,6.0,9.0
1700003N22Rik,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1700003O11Rik,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0
1700003P14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700006A11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700006F04Rik,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1700006H21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700006J14Rik,11.0,4.0,12.41,12.96,17.0,8.43,6.94,6.0,21.92,8.93,8.0
1700006P03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700007E05Rik,9.0,7.0,4.0,0.0,3.0,3.0,7.2,5.0,1.0,0.0,7.0
1700007F19Rik,12.0,11.0,7.2,13.0,21.83,9.0,11.4,4.0,6.15,11.0,6.0
1700007H22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700007J10Rik,0.0,0.0,0.0,2.04,1.0,0.0,2.0,1.0,0.0,1.0,0.0
1700007K13Rik,16.0,9.0,9.0,13.0,22.0,12.0,9.0,20.0,4.0,11.0,8.0
1700007L15Rik,92.0,55.0,53.0,67.0,61.0,52.0,57.0,50.0,30.0,36.0,42.0
1700007M16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700007P06Rik,4.0,4.0,2.0,8.0,2.0,4.0,2.0,8.0,1.0,2.0,1.0
1700008A23Rik,0.0,5.0,1.0,1.0,4.0,10.0,1.0,0.0,2.0,2.0,0.0
1700008B11Rik,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0
1700008C04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700008H02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700008J07Rik,44.89,33.56,49.14,27.06,40.77,31.58,36.24,36.7,64.02,42.48,29.91
1700008K24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700008N11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1700008O03Rik,18.0,17.15,9.14,12.04,12.05,16.0,11.0,14.06,9.01,8.01,15.06
1700008P02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700009C05Rik,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1700009J07Rik,29.0,53.0,63.0,40.0,44.0,74.0,42.0,46.0,55.0,49.0,32.0
1700009N14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700010B08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700010B13Rik,0.0,0.0,1.0,8.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0
1700010D01Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700010G06Rik,0.0,1.0,2.0,0.0,3.0,5.0,1.0,0.0,0.0,3.0,2.0
1700010H22Rik,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1700010I02Rik,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1700010I14Rik,208.0,106.0,150.0,248.0,132.0,176.0,124.0,179.0,180.0,184.0,101.0
1700010J16Rik,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700010K23Rik,2.07,1.0,0.0,0.0,1.01,0.0,0.0,1.0,0.0,0.0,0.0
1700010K24Rik,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
1700010L04Rik,5.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,2.0
1700010N08Rik,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1700011B04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700011C11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700011D18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700011L03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700011L22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700011M02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700012A03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700012B07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700012B09Rik,1.0,1.0,6.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0
1700012C08Rik,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0
1700012C14Rik,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1700012D14Rik,127.83,114.92,112.96,125.53,188.9,84.81,106.0,96.0,86.6,117.91,77.81
1700012D16Rik,0.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
1700012E03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700012I11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700012J15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700012J22Rik,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700012P22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700013A02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700013D24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700013F07Rik,4.0,4.0,3.0,6.0,7.0,7.0,6.0,3.0,10.0,11.0,5.0
1700013G24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700013H16Rik,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1700013M08Rik,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0
1700013N06Rik,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700014D04Rik,26.0,20.0,28.0,37.0,14.0,22.0,9.0,18.0,20.0,33.0,5.0
1700014F14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700014L14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700015C15Rik,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700015C17Rik,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1700015F17Rik,0.0,2.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0
1700015G11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700015H07Rik,0.0,3.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0
1700015I17Rik,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
1700015O11Rik,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1700016A09Rik,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1700016B01Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700016B15Rik,0.0,5.0,3.09,5.0,5.0,0.0,1.0,2.06,6.01,0.0,0.0
1700016C15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700016D06Rik,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1700016D08Rik,0.0,1.12,0.0,0.0,0.0,1.16,0.0,1.05,1.23,0.0,0.0
1700016F12Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700016G22Rik,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
1700016H03Rik,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1700016H13Rik,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
1700016J18Rik,3.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0
1700016K05Rik,1.0,1.0,2.0,2.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0
1700016K19Rik,6.0,3.0,16.0,6.0,2.0,11.0,5.0,4.0,8.0,10.0,2.0
1700016L21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700016P03Rik,33.43,11.32,15.15,9.17,10.54,5.52,31.91,14.74,12.21,3.91,1.35
1700016P04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700017B05Rik,6019.0,5060.0,5812.0,6147.0,4748.0,6485.0,4932.0,4685.0,5163.0,5925.0,2359.0
1700017G19Rik,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0
1700017I07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700017J07Rik,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
1700017L05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700017M07Rik,0.0,1.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
1700017N19Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700018A04Rik,10.0,3.0,5.0,3.0,11.0,9.0,8.0,6.0,11.0,9.0,3.0
1700018A14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1700018A23Rik,0.0,2.0,2.0,3.0,5.0,0.0,2.0,5.0,2.0,1.0,1.0
1700018B08Rik,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1700018B24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700018F24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700018G05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700018L02Rik,25.0,27.36,22.25,21.37,28.18,13.1,20.07,16.03,7.02,12.07,11.05
1700018M17Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700018P08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700019A02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700019A23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700019C18Rik,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700019D03Rik,208.77,231.42,180.58,201.68,278.76,162.74,200.2,169.06,149.78,142.0,92.54
1700019E08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700019F05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700019G24Rik,3.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
1700019J19Rik,1.0,3.0,1.0,0.0,2.0,3.0,0.0,0.0,2.0,3.0,2.0
1700019L13Rik,1.0,6.2,4.34,4.64,10.0,3.12,3.0,4.0,8.0,5.23,0.0
1700019M22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700019N19Rik,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1700019P21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700020A23Rik,2.0,12.51,4.0,4.56,8.0,3.24,8.41,5.92,2.0,4.51,1.0
1700020D05Rik,1.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0
1700020D12Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700020G03Rik,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700020G17Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700020L24Rik,4.16,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700020M21Rik,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1700020N01Rik,51.0,53.0,28.0,69.0,27.0,74.0,64.0,54.0,59.0,19.0,29.0
1700020N15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700020N18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700021A07Rik,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1700021F02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700021F07Rik,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1700021F13Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700021G15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700021J08Rik,5.06,8.29,3.13,1.01,5.25,4.32,4.22,5.0,3.26,8.2,7.73
1700021L23Rik,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1700021N21Rik,9.0,4.0,5.0,11.0,3.0,3.0,0.0,5.0,1.0,10.0,5.0
1700021P04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700022A21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700022A22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
